full_name,error,greenhouse,date,source_file
Julia Dąbrowski_36,Brak/błąd odbicia aktywności,Etap 5,2026-03-16,Błędy 16.03.2026.xlsx
Ola Zając_24,Brak/błąd odbicia początku pracy,Etap 5,2026-03-16,Błędy 16.03.2026.xlsx
Zofia Kamiński_97,Brak/błąd odbicia początku pracy,Etap 5,2026-03-16,Błędy 16.03.2026.xlsx
Anna Nowak_85,Błąd odbicia na zbiorze,Etap 5,2026-03-16,Błędy 16.03.2026.xlsx
Michał Wiśniewski_12,Błąd odbicia na zbiorze,Etap 5,2026-03-16,Błędy 16.03.2026.xlsx
Marek Wójcik_45,Brak/błąd odbicia przerwy,Etap 5,2026-03-16,Błędy 16.03.2026.xlsx
Marek Szymański_30,Błąd odbicia na zbiorze,Etap 5,2026-03-16,Błędy 16.03.2026.xlsx
Ola Szymański_3,Błąd odbicia na zbiorze,Etap 5,2026-03-16,Błędy 16.03.2026.xlsx
Piotr Kowalczyk_95,Błąd odbicia na zbiorze,Etap 5,2026-03-16,Błędy 16.03.2026.xlsx
Bartek Wójcik_4,Brak/błąd odbicia końca pracy,Etap 5,2026-03-16,Błędy 16.03.2026.xlsx
Tomek Szymański_14,Błąd odbicia na zbiorze,Etap 6,2026-03-16,Błędy 16.03.2026.xlsx
Ola Zając_33,Brak/błąd odbicia aktywności,Etap 6,2026-03-16,Błędy 16.03.2026.xlsx
Tomek Wójcik_29,Błąd odbicia na zbiorze,Etap 6,2026-03-16,Błędy 16.03.2026.xlsx
Bartek Kamiński_7,Brak odbicia aktywności na koniec pracy,Etap 6,2026-03-16,Błędy 16.03.2026.xlsx
Marek Dąbrowski_93,Brak odbicia aktywności na koniec pracy,Etap 6,2026-03-16,Błędy 16.03.2026.xlsx
Marek Dąbrowski_93,Brak/błąd odbicia końca pracy,Etap 6,2026-03-16,Błędy 16.03.2026.xlsx
Marek Dąbrowski_93,Brak/błąd odbicia aktywności,Etap 6,2026-03-16,Błędy 16.03.2026.xlsx
Kamil Wójcik_74,Brak odbicia aktywności na koniec pracy,Etap 6,2026-03-16,Błędy 16.03.2026.xlsx
Tomek Kowalczyk_14,Brak odbicia aktywności na koniec pracy,Etap 6,2026-03-16,Błędy 16.03.2026.xlsx
Kasia Wiśniewski_37,Błąd odbicia na aktywności bez rzędów,Etap 6,2026-03-16,Błędy 16.03.2026.xlsx
Anna Wiśniewski_19,Błąd odbicia na aktywności bez rzędów,Etap 6,2026-03-16,Błędy 16.03.2026.xlsx
Michał Zając_54,Błąd odbicia na aktywności bez rzędów,Etap 6,2026-03-16,Błędy 16.03.2026.xlsx
Marek Wiśniewski_90,Błąd odbicia na zbiorze,Etap 6,2026-03-16,Błędy 16.03.2026.xlsx
Tomek Wiśniewski_38,Brak odbicia aktywności na koniec pracy,Etap 6,2026-03-16,Błędy 16.03.2026.xlsx
Piotr Wiśniewski_47,Brak odbicia aktywności na koniec pracy,Etap 6,2026-03-16,Błędy 16.03.2026.xlsx
Ola Szymański_24,Brak odbicia aktywności na koniec pracy,Etap 6,2026-03-16,Błędy 16.03.2026.xlsx
Ola Zając_15,Błąd odbicia na zbiorze,Etap 6,2026-03-16,Błędy 16.03.2026.xlsx
Julia Kamiński_48,Błąd odbicia na zbiorze,Etap 1,2026-04-16,Błędy 16.04.2026.xlsx
Ola Nowak_66,Brak/błąd odbicia aktywności,Etap 1,2026-04-16,Błędy 16.04.2026.xlsx
Anna Kowalczyk_97,Brak/błąd odbicia aktywności,Etap 1,2026-04-16,Błędy 16.04.2026.xlsx
Kasia Wójcik_64,Brak/błąd odbicia końca pracy,Etap 1,2026-04-16,Błędy 16.04.2026.xlsx
Julia Wiśniewski_66,Błąd odbicia na aktywności bez rzędów,Etap 1,2026-04-16,Błędy 16.04.2026.xlsx
Piotr Wiśniewski_86,Błąd odbicia na zbiorze,Etap 1,2026-04-16,Błędy 16.04.2026.xlsx
Kamil Dąbrowski_20,Brak odbicia aktywności na koniec pracy,Etap 1,2026-04-16,Błędy 16.04.2026.xlsx
Kamil Dąbrowski_20,Błąd odbicia na zbiorze,Etap 1,2026-04-16,Błędy 16.04.2026.xlsx
Kamil Dąbrowski_20,Brak/błąd odbicia przerwy,Etap 1,2026-04-16,Błędy 16.04.2026.xlsx
Kamil Dąbrowski_20,Brak/błąd odbicia końca pracy,Etap 1,2026-04-16,Błędy 16.04.2026.xlsx
Kamil Dąbrowski_20,Brak/błąd odbicia aktywności,Etap 1,2026-04-16,Błędy 16.04.2026.xlsx
Kamil Nowak_56,Brak odbicia aktywności na koniec pracy,Etap 1,2026-04-16,Błędy 16.04.2026.xlsx
Kamil Nowak_56,Brak/błąd odbicia początku pracy,Etap 1,2026-04-16,Błędy 16.04.2026.xlsx
Kamil Nowak_56,Brak/błąd odbicia końca pracy,Etap 1,2026-04-16,Błędy 16.04.2026.xlsx
Kamil Nowak_56,Brak/błąd odbicia aktywności,Etap 1,2026-04-16,Błędy 16.04.2026.xlsx
Marek Lewandowski_60,Brak/błąd odbicia przerwy,Etap 1,2026-04-16,Błędy 16.04.2026.xlsx
Tomek Dąbrowski_14,Błąd odbicia na zbiorze,Etap 1,2026-04-16,Błędy 16.04.2026.xlsx
Bartek Nowak_28,Błąd odbicia na zbiorze,Etap 1,2026-04-16,Błędy 16.04.2026.xlsx
Bartek Dąbrowski_4,Brak/błąd odbicia aktywności,Etap 1,2026-04-16,Błędy 16.04.2026.xlsx
Marek Zając_63,Brak/błąd odbicia aktywności,Etap 1,2026-04-16,Błędy 16.04.2026.xlsx
Marek Zając_63,Błąd odbicia na zbiorze,Etap 1,2026-04-16,Błędy 16.04.2026.xlsx
Piotr Szymański_80,Brak/błąd odbicia aktywności,Etap 1,2026-04-16,Błędy 16.04.2026.xlsx
Tomek Kowalski_68,Brak odbicia aktywności na koniec pracy,Etap 1,2026-04-16,Błędy 16.04.2026.xlsx
Tomek Kowalski_68,Błąd odbicia na zbiorze,Etap 1,2026-04-16,Błędy 16.04.2026.xlsx
Tomek Kowalski_68,Brak/błąd odbicia końca pracy,Etap 1,2026-04-16,Błędy 16.04.2026.xlsx
Tomek Kowalski_68,Brak/błąd odbicia aktywności,Etap 1,2026-04-16,Błędy 16.04.2026.xlsx
Ewa Kowalski_89,Błąd odbicia na zbiorze,Etap 1,2026-04-16,Błędy 16.04.2026.xlsx
Piotr Kamiński_95,Błąd odbicia na zbiorze,Etap 1,2026-04-16,Błędy 16.04.2026.xlsx
Kamil Kowalczyk_56,Brak/błąd odbicia aktywności,Etap 1,2026-04-16,Błędy 16.04.2026.xlsx
Marek Kowalski_39,Błąd odbicia na zbiorze,Etap 1,2026-04-16,Błędy 16.04.2026.xlsx
Ola Dąbrowski_54,Brak/błąd odbicia początku pracy,Etap 1,2026-04-16,Błędy 16.04.2026.xlsx
Tomek Szymański_77,Błąd odbicia na zbiorze,Etap 1,2026-04-16,Błędy 16.04.2026.xlsx
Julia Szymański_51,Brak odbicia aktywności na koniec pracy,Etap 1,2026-04-16,Błędy 16.04.2026.xlsx
Julia Szymański_51,Brak/błąd odbicia początku pracy,Etap 1,2026-04-16,Błędy 16.04.2026.xlsx
Julia Szymański_51,Brak/błąd odbicia końca pracy,Etap 1,2026-04-16,Błędy 16.04.2026.xlsx
Julia Szymański_51,Brak/błąd odbicia aktywności,Etap 1,2026-04-16,Błędy 16.04.2026.xlsx
Ola Lewandowski_51,Brak/błąd odbicia początku pracy,Etap 1,2026-04-16,Błędy 16.04.2026.xlsx
Marek Lewandowski_63,Brak odbicia aktywności na koniec pracy,Etap 1,2026-04-16,Błędy 16.04.2026.xlsx
Ewa Wójcik_23,Brak odbicia aktywności na koniec pracy,Etap 1,2026-04-16,Błędy 16.04.2026.xlsx
Anna Nowak_61,Brak/błąd odbicia przerwy,Etap 1,2026-04-16,Błędy 16.04.2026.xlsx
Anna Nowak_61,Brak/błąd odbicia aktywności,Etap 1,2026-04-16,Błędy 16.04.2026.xlsx
Anna Kamiński_67,Błąd odbicia na zbiorze,Etap 2,2026-04-16,Błędy 16.04.2026.xlsx
Michał Szymański_78,Brak/błąd odbicia początku pracy,Etap 2,2026-04-16,Błędy 16.04.2026.xlsx
Kasia Wiśniewski_1,Brak/błąd odbicia przerwy,Etap 2,2026-04-16,Błędy 16.04.2026.xlsx
Michał Zając_39,Błąd odbicia na zbiorze,Etap 2,2026-04-16,Błędy 16.04.2026.xlsx
Anna Nowak_43,Brak/błąd odbicia przerwy,Etap 2,2026-04-16,Błędy 16.04.2026.xlsx
Michał Dąbrowski_54,Błąd odbicia na zbiorze,Etap 2,2026-04-16,Błędy 16.04.2026.xlsx
Michał Kamiński_18,Brak/błąd odbicia końca pracy,Etap 2,2026-04-16,Błędy 16.04.2026.xlsx
Julia Dąbrowski_3,Błąd odbicia na zbiorze,Etap 2,2026-04-16,Błędy 16.04.2026.xlsx
Zofia Dąbrowski_10,Brak/błąd odbicia aktywności,Etap 2,2026-04-16,Błędy 16.04.2026.xlsx
Kamil Wójcik_59,Brak/błąd odbicia końca pracy,Etap 2,2026-04-16,Błędy 16.04.2026.xlsx
Anna Kowalczyk_97,Błąd odbicia na zbiorze,Etap 2,2026-04-16,Błędy 16.04.2026.xlsx
Anna Kowalczyk_97,Brak/błąd odbicia przerwy,Etap 2,2026-04-16,Błędy 16.04.2026.xlsx
Ewa Kowalczyk_11,Błąd odbicia na aktywności bez rzędów,Etap 2,2026-04-16,Błędy 16.04.2026.xlsx
Marek Kowalczyk_75,Błąd odbicia na zbiorze,Etap 2,2026-04-16,Błędy 16.04.2026.xlsx
Ewa Szymański_8,Brak/błąd odbicia aktywności,Etap 2,2026-04-16,Błędy 16.04.2026.xlsx
Anna Kowalski_37,Brak/błąd odbicia aktywności,Etap 2,2026-04-16,Błędy 16.04.2026.xlsx
Piotr Szymański_2,Brak/błąd odbicia przerwy,Etap 2,2026-04-16,Błędy 16.04.2026.xlsx
Piotr Szymański_2,Brak/błąd odbicia aktywności,Etap 2,2026-04-16,Błędy 16.04.2026.xlsx
Anna Lewandowski_94,Brak/błąd odbicia aktywności,Etap 2,2026-04-16,Błędy 16.04.2026.xlsx
Kasia Kowalski_28,Błąd odbicia na zbiorze,Etap 2,2026-04-16,Błędy 16.04.2026.xlsx
Zofia Kowalski_73,Brak/błąd odbicia aktywności,Etap 2,2026-04-16,Błędy 16.04.2026.xlsx
Michał Kowalski_72,Błąd odbicia na aktywności bez rzędów,Etap 2,2026-04-16,Błędy 16.04.2026.xlsx
Michał Kowalski_72,Brak odbicia rzędów,Etap 2,2026-04-16,Błędy 16.04.2026.xlsx
Michał Kowalski_72,Brak/błąd odbicia przerwy,Etap 2,2026-04-16,Błędy 16.04.2026.xlsx
Michał Kowalski_72,Brak/błąd odbicia aktywności,Etap 2,2026-04-16,Błędy 16.04.2026.xlsx
Anna Kowalczyk_43,Brak/błąd odbicia aktywności,Etap 2,2026-04-16,Błędy 16.04.2026.xlsx
Zofia Lewandowski_70,Błąd odbicia na zbiorze,Etap 2,2026-04-16,Błędy 16.04.2026.xlsx
Michał Kowalczyk_87,Brak odbicia aktywności na koniec pracy,Etap 3,2026-04-16,Błędy 16.04.2026.xlsx
Kamil Kowalczyk_98,Brak odbicia aktywności na koniec pracy,Etap 3,2026-04-16,Błędy 16.04.2026.xlsx
Zofia Wójcik_13,Brak odbicia aktywności na koniec pracy,Etap 3,2026-04-16,Błędy 16.04.2026.xlsx
Kamil Wiśniewski_17,Brak odbicia aktywności na koniec pracy,Etap 3,2026-04-16,Błędy 16.04.2026.xlsx
Ewa Wójcik_53,Brak/błąd odbicia początku pracy,Etap 3,2026-04-16,Błędy 16.04.2026.xlsx
Kasia Szymański_46,Brak/błąd odbicia aktywności,Etap 3,2026-04-16,Błędy 16.04.2026.xlsx
Kasia Wójcik_91,Brak odbicia aktywności na koniec pracy,Etap 3,2026-04-16,Błędy 16.04.2026.xlsx
Kamil Nowak_20,Brak/błąd odbicia aktywności,Etap 3,2026-04-16,Błędy 16.04.2026.xlsx
Bartek Lewandowski_46,Błąd odbicia na zbiorze,Etap 3,2026-04-16,Błędy 16.04.2026.xlsx
Bartek Lewandowski_46,Brak/błąd odbicia początku pracy,Etap 3,2026-04-16,Błędy 16.04.2026.xlsx
Ola Kamiński_84,Brak/błąd odbicia końca pracy,Etap 3,2026-04-16,Błędy 16.04.2026.xlsx
Julia Kowalczyk_45,Brak/błąd odbicia aktywności,Etap 3,2026-04-16,Błędy 16.04.2026.xlsx
Ola Kowalczyk_81,Błąd odbicia na zbiorze,Etap 3,2026-04-16,Błędy 16.04.2026.xlsx
Piotr Szymański_74,Brak/błąd odbicia początku pracy,Etap 3,2026-04-16,Błędy 16.04.2026.xlsx
Tomek Kowalski_68,Błąd odbicia na aktywności bez rzędów,Etap 3,2026-04-16,Błędy 16.04.2026.xlsx
Julia Kamiński_66,Błąd odbicia na zbiorze,Etap 3,2026-04-16,Błędy 16.04.2026.xlsx
Julia Kamiński_66,Brak/błąd odbicia aktywności,Etap 3,2026-04-16,Błędy 16.04.2026.xlsx
Tomek Wójcik_35,Brak/błąd odbicia aktywności,Etap 3,2026-04-16,Błędy 16.04.2026.xlsx
Anna Kowalski_22,Błąd odbicia na zbiorze,Etap 3,2026-04-16,Błędy 16.04.2026.xlsx
Anna Kowalczyk_43,Błąd odbicia na zbiorze,Etap 3,2026-04-16,Błędy 16.04.2026.xlsx
Tomek Dąbrowski_80,Błąd odbicia na zbiorze,Etap 3,2026-04-16,Błędy 16.04.2026.xlsx
Piotr Zając_95,Błąd odbicia na aktywności bez rzędów,Etap 4,2026-04-16,Błędy 16.04.2026.xlsx
Tomek Wiśniewski_23,Brak odbicia aktywności na koniec pracy,Etap 4,2026-04-16,Błędy 16.04.2026.xlsx
Kamil Szymański_86,Brak odbicia aktywności na koniec pracy,Etap 4,2026-04-16,Błędy 16.04.2026.xlsx
Tomek Wiśniewski_71,Błąd odbicia na zbiorze,Etap 4,2026-04-16,Błędy 16.04.2026.xlsx
Bartek Lewandowski_10,Błąd odbicia na zbiorze,Etap 4,2026-04-16,Błędy 16.04.2026.xlsx
Kamil Szymański_38,Błąd odbicia na zbiorze,Etap 4,2026-04-16,Błędy 16.04.2026.xlsx
Piotr Kowalski_80,Brak/błąd odbicia końca pracy,Etap 4,2026-04-16,Błędy 16.04.2026.xlsx
Marek Kowalczyk_99,Brak odbicia aktywności na koniec pracy,Etap 4,2026-04-16,Błędy 16.04.2026.xlsx
Marek Kowalczyk_99,Błąd odbicia na zbiorze,Etap 4,2026-04-16,Błędy 16.04.2026.xlsx
Marek Kowalczyk_99,Brak/błąd odbicia końca pracy,Etap 4,2026-04-16,Błędy 16.04.2026.xlsx
Marek Kowalczyk_99,Brak/błąd odbicia aktywności,Etap 4,2026-04-16,Błędy 16.04.2026.xlsx
Ola Kowalczyk_63,Brak/błąd odbicia końca pracy,Etap 4,2026-04-16,Błędy 16.04.2026.xlsx
Bartek Lewandowski_34,Błąd odbicia na zbiorze,Etap 4,2026-04-16,Błędy 16.04.2026.xlsx
Michał Dąbrowski_9,Błąd odbicia na aktywności bez rzędów,Etap 4,2026-04-16,Błędy 16.04.2026.xlsx
Michał Wiśniewski_66,Brak odbicia aktywności na koniec pracy,Etap 4,2026-04-16,Błędy 16.04.2026.xlsx
Marek Kowalski_42,Błąd odbicia na zbiorze,Etap 4,2026-04-16,Błędy 16.04.2026.xlsx
Marek Kowalski_42,Brak/błąd odbicia przerwy,Etap 4,2026-04-16,Błędy 16.04.2026.xlsx
Tomek Kowalczyk_41,Błąd odbicia na zbiorze,Etap 4,2026-04-16,Błędy 16.04.2026.xlsx
Bartek Nowak_49,Błąd odbicia na zbiorze,Etap 4,2026-04-16,Błędy 16.04.2026.xlsx
Michał Lewandowski_6,Brak odbicia aktywności na koniec pracy,Etap 4,2026-04-16,Błędy 16.04.2026.xlsx
Anna Szymański_13,Brak odbicia aktywności na koniec pracy,Etap 4,2026-04-16,Błędy 16.04.2026.xlsx
Zofia Wiśniewski_19,Błąd odbicia na zbiorze,Etap 4,2026-04-16,Błędy 16.04.2026.xlsx
Tomek Dąbrowski_38,Błąd odbicia na aktywności bez rzędów,Etap 4,2026-04-16,Błędy 16.04.2026.xlsx
Bartek Kamiński_94,Brak odbicia aktywności na koniec pracy,Etap 4,2026-04-16,Błędy 16.04.2026.xlsx
Bartek Kamiński_94,Brak/błąd odbicia przerwy,Etap 4,2026-04-16,Błędy 16.04.2026.xlsx
Bartek Kamiński_94,Brak/błąd odbicia końca pracy,Etap 4,2026-04-16,Błędy 16.04.2026.xlsx
Bartek Kamiński_94,Brak/błąd odbicia aktywności,Etap 4,2026-04-16,Błędy 16.04.2026.xlsx
Tomek Dąbrowski_5,Błąd odbicia na zbiorze,Etap 4,2026-04-16,Błędy 16.04.2026.xlsx
Ewa Wójcik_50,Brak/błąd odbicia aktywności,Etap 4,2026-04-16,Błędy 16.04.2026.xlsx
Zofia Zając_55,Brak/błąd odbicia przerwy,Etap 4,2026-04-16,Błędy 16.04.2026.xlsx
Michał Dąbrowski_3,Brak odbicia aktywności na koniec pracy,Etap 4,2026-04-16,Błędy 16.04.2026.xlsx
Tomek Lewandowski_74,Brak odbicia aktywności na koniec pracy,Etap 5,2026-04-16,Błędy 16.04.2026.xlsx
Anna Wójcik_28,Błąd odbicia na zbiorze,Etap 5,2026-04-16,Błędy 16.04.2026.xlsx
Piotr Wiśniewski_68,Brak/błąd odbicia przerwy,Etap 5,2026-04-16,Błędy 16.04.2026.xlsx
Marek Wójcik_78,Błąd odbicia na zbiorze,Etap 5,2026-04-16,Błędy 16.04.2026.xlsx
Kasia Kowalski_70,Błąd odbicia na zbiorze,Etap 5,2026-04-16,Błędy 16.04.2026.xlsx
Kasia Kowalski_70,Brak/błąd odbicia aktywności,Etap 5,2026-04-16,Błędy 16.04.2026.xlsx
Zofia Kamiński_19,Brak odbicia aktywności na koniec pracy,Etap 5,2026-04-16,Błędy 16.04.2026.xlsx
Tomek Kamiński_41,Brak odbicia aktywności na koniec pracy,Etap 5,2026-04-16,Błędy 16.04.2026.xlsx
Kasia Lewandowski_28,Brak odbicia aktywności na koniec pracy,Etap 5,2026-04-16,Błędy 16.04.2026.xlsx
Julia Lewandowski_63,Brak/błąd odbicia początku pracy,Etap 5,2026-04-16,Błędy 16.04.2026.xlsx
Ola Wiśniewski_57,Błąd odbicia na zbiorze,Etap 5,2026-04-16,Błędy 16.04.2026.xlsx
Ola Wiśniewski_57,Brak odbicia rzędów,Etap 5,2026-04-16,Błędy 16.04.2026.xlsx
Ola Wiśniewski_57,Brak/błąd odbicia przerwy,Etap 5,2026-04-16,Błędy 16.04.2026.xlsx
Ola Wiśniewski_57,Brak/błąd odbicia aktywności,Etap 5,2026-04-16,Błędy 16.04.2026.xlsx
Ewa Kowalczyk_32,Brak odbicia aktywności na koniec pracy,Etap 5,2026-04-16,Błędy 16.04.2026.xlsx
Michał Dąbrowski_39,Brak odbicia aktywności na koniec pracy,Etap 5,2026-04-16,Błędy 16.04.2026.xlsx
Kamil Dąbrowski_2,Brak/błąd odbicia aktywności,Etap 5,2026-04-16,Błędy 16.04.2026.xlsx
Anna Nowak_85,Błąd odbicia na zbiorze,Etap 5,2026-04-16,Błędy 16.04.2026.xlsx
Tomek Szymański_5,Brak odbicia aktywności na koniec pracy,Etap 5,2026-04-16,Błędy 16.04.2026.xlsx
Marek Wiśniewski_90,Błąd odbicia na zbiorze,Etap 5,2026-04-16,Błędy 16.04.2026.xlsx
Bartek Wójcik_4,Brak/błąd odbicia przerwy,Etap 5,2026-04-16,Błędy 16.04.2026.xlsx
Kasia Kowalczyk_46,Brak/błąd odbicia przerwy,Etap 5,2026-04-16,Błędy 16.04.2026.xlsx
Bartek Dąbrowski_91,Błąd odbicia na aktywności bez rzędów,Etap 5,2026-04-16,Błędy 16.04.2026.xlsx
Marek Wójcik_33,Brak odbicia aktywności na koniec pracy,Etap 6,2026-04-16,Błędy 16.04.2026.xlsx
Tomek Dąbrowski_50,Brak odbicia aktywności na koniec pracy,Etap 6,2026-04-16,Błędy 16.04.2026.xlsx
Piotr Kowalski_5,Błąd odbicia na zbiorze,Etap 6,2026-04-16,Błędy 16.04.2026.xlsx
Ewa Wójcik_11,Brak/błąd odbicia aktywności,Etap 6,2026-04-16,Błędy 16.04.2026.xlsx
Piotr Kowalczyk_86,Brak odbicia aktywności na koniec pracy,Etap 6,2026-04-16,Błędy 16.04.2026.xlsx
Ewa Szymański_83,Brak odbicia aktywności na koniec pracy,Etap 6,2026-04-16,Błędy 16.04.2026.xlsx
Piotr Kowalski_2,Błąd odbicia na zbiorze,Etap 6,2026-04-16,Błędy 16.04.2026.xlsx
Michał Wójcik_78,Brak/błąd odbicia aktywności,Etap 6,2026-04-16,Błędy 16.04.2026.xlsx
Julia Dąbrowski_60,Brak/błąd odbicia przerwy,Etap 6,2026-04-16,Błędy 16.04.2026.xlsx
Michał Kowalski_75,Brak/błąd odbicia aktywności,Etap 6,2026-04-16,Błędy 16.04.2026.xlsx
Ola Lewandowski_21,Brak/błąd odbicia przerwy,Etap 6,2026-04-16,Błędy 16.04.2026.xlsx
Julia Kamiński_48,Błąd odbicia na zbiorze,Etap 1,2026-03-17,Błędy 17.03.2026.xlsx
Bartek Nowak_16,Brak odbicia aktywności na koniec pracy,Etap 1,2026-03-17,Błędy 17.03.2026.xlsx
Kamil Szymański_65,Błąd odbicia na zbiorze,Etap 1,2026-03-17,Błędy 17.03.2026.xlsx
Zofia Kamiński_94,Błąd odbicia na zbiorze,Etap 1,2026-03-17,Błędy 17.03.2026.xlsx
Kasia Wójcik_64,Brak odbicia aktywności na koniec pracy,Etap 1,2026-03-17,Błędy 17.03.2026.xlsx
Ola Kowalczyk_48,Błąd odbicia na zbiorze,Etap 1,2026-03-17,Błędy 17.03.2026.xlsx
Kamil Nowak_44,Błąd odbicia na zbiorze,Etap 1,2026-03-17,Błędy 17.03.2026.xlsx
Julia Wiśniewski_66,Błąd odbicia na aktywności bez rzędów,Etap 1,2026-03-17,Błędy 17.03.2026.xlsx
Tomek Dąbrowski_35,Brak/błąd odbicia początku pracy,Etap 1,2026-03-17,Błędy 17.03.2026.xlsx
Tomek Dąbrowski_35,Brak/błąd odbicia aktywności,Etap 1,2026-03-17,Błędy 17.03.2026.xlsx
Marek Wiśniewski_93,Błąd odbicia na zbiorze,Etap 1,2026-03-17,Błędy 17.03.2026.xlsx
Tomek Dąbrowski_14,Błąd odbicia na aktywności bez rzędów,Etap 1,2026-03-17,Błędy 17.03.2026.xlsx
Tomek Dąbrowski_14,Brak odbicia rzędów,Etap 1,2026-03-17,Błędy 17.03.2026.xlsx
Tomek Dąbrowski_14,Brak/błąd odbicia początku pracy,Etap 1,2026-03-17,Błędy 17.03.2026.xlsx
Tomek Dąbrowski_14,Brak/błąd odbicia końca pracy,Etap 1,2026-03-17,Błędy 17.03.2026.xlsx
Tomek Dąbrowski_14,Brak/błąd odbicia aktywności,Etap 1,2026-03-17,Błędy 17.03.2026.xlsx
Bartek Nowak_28,Błąd odbicia na zbiorze,Etap 1,2026-03-17,Błędy 17.03.2026.xlsx
Bartek Dąbrowski_4,Błąd odbicia na zbiorze,Etap 1,2026-03-17,Błędy 17.03.2026.xlsx
Michał Kamiński_3,Błąd odbicia na zbiorze,Etap 1,2026-03-17,Błędy 17.03.2026.xlsx
Ewa Wójcik_23,Brak odbicia aktywności na koniec pracy,Etap 1,2026-03-17,Błędy 17.03.2026.xlsx
Marek Lewandowski_63,Brak odbicia taga,Etap 1,2026-03-17,Błędy 17.03.2026.xlsx
Kasia Szymański_52,Błąd odbicia na zbiorze,Etap 1,2026-03-17,Błędy 17.03.2026.xlsx
Michał Kowalski_63,Błąd odbicia na aktywności bez rzędów,Etap 1,2026-03-17,Błędy 17.03.2026.xlsx
Bartek Wójcik_40,Błąd odbicia na aktywności bez rzędów,Etap 1,2026-03-17,Błędy 17.03.2026.xlsx
Piotr Lewandowski_77,Błąd odbicia na aktywności bez rzędów,Etap 1,2026-03-17,Błędy 17.03.2026.xlsx
Julia Dąbrowski_6,Brak/błąd odbicia początku pracy,Etap 2,2026-03-17,Błędy 17.03.2026.xlsx
Anna Kamiński_67,Brak odbicia aktywności na koniec pracy,Etap 2,2026-03-17,Błędy 17.03.2026.xlsx
Kamil Wiśniewski_20,Brak odbicia aktywności na koniec pracy,Etap 2,2026-03-17,Błędy 17.03.2026.xlsx
Bartek Wójcik_19,Brak odbicia aktywności na koniec pracy,Etap 2,2026-03-17,Błędy 17.03.2026.xlsx
Tomek Nowak_59,Brak odbicia aktywności na koniec pracy,Etap 2,2026-03-17,Błędy 17.03.2026.xlsx
Michał Lewandowski_15,Błąd odbicia na zbiorze,Etap 2,2026-03-17,Błędy 17.03.2026.xlsx
Kasia Wiśniewski_1,Brak/błąd odbicia przerwy,Etap 2,2026-03-17,Błędy 17.03.2026.xlsx
Bartek Kowalski_94,Brak odbicia aktywności na koniec pracy,Etap 2,2026-03-17,Błędy 17.03.2026.xlsx
Bartek Kowalski_94,Brak/błąd odbicia końca pracy,Etap 2,2026-03-17,Błędy 17.03.2026.xlsx
Bartek Kowalski_94,Brak/błąd odbicia aktywności,Etap 2,2026-03-17,Błędy 17.03.2026.xlsx
Michał Kamiński_18,Brak odbicia aktywności na koniec pracy,Etap 2,2026-03-17,Błędy 17.03.2026.xlsx
Kamil Wójcik_59,Brak odbicia aktywności na koniec pracy,Etap 2,2026-03-17,Błędy 17.03.2026.xlsx
Bartek Kamiński_88,Brak/błąd odbicia przerwy,Etap 2,2026-03-17,Błędy 17.03.2026.xlsx
Bartek Kamiński_88,Brak/błąd odbicia początku pracy,Etap 2,2026-03-17,Błędy 17.03.2026.xlsx
Bartek Kamiński_88,Brak/błąd odbicia aktywności,Etap 2,2026-03-17,Błędy 17.03.2026.xlsx
Anna Kowalczyk_97,Błąd odbicia na zbiorze,Etap 2,2026-03-17,Błędy 17.03.2026.xlsx
Piotr Wiśniewski_98,Brak odbicia aktywności na koniec pracy,Etap 2,2026-03-17,Błędy 17.03.2026.xlsx
Anna Zając_7,Brak odbicia aktywności na koniec pracy,Etap 2,2026-03-17,Błędy 17.03.2026.xlsx
Tomek Kamiński_89,Brak odbicia aktywności na koniec pracy,Etap 2,2026-03-17,Błędy 17.03.2026.xlsx
Kasia Lewandowski_16,Błąd odbicia na zbiorze,Etap 2,2026-03-17,Błędy 17.03.2026.xlsx
Marek Kowalski_69,Brak/błąd odbicia aktywności,Etap 2,2026-03-17,Błędy 17.03.2026.xlsx
Anna Kowalski_85,Brak odbicia aktywności na koniec pracy,Etap 2,2026-03-17,Błędy 17.03.2026.xlsx
Ola Szymański_12,Brak/błąd odbicia początku pracy,Etap 2,2026-03-17,Błędy 17.03.2026.xlsx
Ewa Kowalski_11,Brak/błąd odbicia początku pracy,Etap 2,2026-03-17,Błędy 17.03.2026.xlsx
Anna Kowalczyk_10,Brak/błąd odbicia końca pracy,Etap 2,2026-03-17,Błędy 17.03.2026.xlsx
Anna Lewandowski_4,Błąd odbicia na zbiorze,Etap 2,2026-03-17,Błędy 17.03.2026.xlsx
Tomek Lewandowski_5,Brak/błąd odbicia aktywności,Etap 2,2026-03-17,Błędy 17.03.2026.xlsx
Zofia Zając_94,Brak odbicia aktywności w trakcie dnia,Etap 2,2026-03-17,Błędy 17.03.2026.xlsx
Piotr Wiśniewski_47,Błąd odbicia na zbiorze,Etap 2,2026-03-17,Błędy 17.03.2026.xlsx
Julia Kowalczyk_57,Błąd odbicia na aktywności bez rzędów,Etap 2,2026-03-17,Błędy 17.03.2026.xlsx
Piotr Szymański_2,Brak odbicia aktywności na koniec pracy,Etap 2,2026-03-17,Błędy 17.03.2026.xlsx
